ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL1325440,,,Small molecule,,282.25,51,71,2.75,84.58,4,1,0,2,N,0.68,3.59,None,2.18,-1.17,2,MOL,-1,21,5,1,0,282.0528,-0.46,ACID,C16H10O5,Cc1ccc(/C=C2/C(=O)c3ccc(C(=O)O)cc3C2=O)o1,HFBPGPCQLGTIFM-QPEQYQDCSA-N
CHEMBL1470408,,,Small molecule,,423.49,31,38,5.21,96.57,6,1,1,7,N,0.41,4.22,2.02,5.15,2.13,3,MOL,-1,30,7,1,1,423.1253,-1.44,ACID,C22H21N3O4S,O=C(O)CC/C(=C\c1ccc(N2CCCC2)c([N+](=O)[O-])c1)c1nc2ccccc2s1,GMOOWXWPYJPLOX-DTQAZKPQSA-N
CHEMBL3197141,,,Small molecule,,365.39,39,53,2.97,107.08,6,4,0,4,N,0.32,8.54,1.21,3.41,3.38,3,MOL,-1,27,7,4,0,365.1376,-1.45,NEUTRAL,C20H19N3O4,Cc1cc(C(=O)N/N=C/c2ccc(O)c(O)c2O)c(C)n1-c1ccccc1,PAOMXTMEGYGJOW-SRZZPIQSSA-N
CHEMBL1585923,,,Small molecule,,481.49,27,36,2.96,141.5,8,1,0,6,N,0.32,10.06,None,2.75,2.75,3,MOL,-1,34,10,2,0,481.0944,-1.34,NEUTRAL,C23H19N3O7S,COc1cc(/C=C2\C(=O)N(c3ccc(S(N)(=O)=O)cc3)N=C2C)ccc1OC(=O)c1ccco1,ILLLMNLHJDPUEC-PDGQHHTCSA-N
CHEMBL1730401,,,Small molecule,,239.25,34,42,1.37,100.62,4,3,0,1,N,0.52,-2.16,3.4,0.79,-1.39,2,MOL,-1,16,5,4,0,239.0252,-0.07,ACID,C10H9NO4S,Nc1cccc2c(O)cc(S(=O)(=O)O)cc12,GGZZISOUXJHYOY-UHFFFAOYSA-N
CHEMBL1377516,,,Small molecule,,522.84,11,15,6.53,74.68,3,1,2,5,N,0.41,3.76,None,6.49,3.21,3,MOL,-1,33,5,1,2,521.0022,-0.54,ACID,C24H18Cl3NO4S,O=C(O)C1=CC[C@@H](c2ccc(Cl)cc2)N(S(=O)(=O)c2ccc(Cl)cc2)[C@H]1c1cccc(Cl)c1,NJECNJSAXIXETQ-GOTSBHOMSA-N
CHEMBL1535586,,,Small molecule,,450.48,10,10,3.88,130.51,7,3,0,7,N,0.39,4.73,None,3.92,0.54,4,MOL,-1,32,9,3,0,450.0998,-1.21,ACID,C22H18N4O5S,COc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2cccc(C(=O)O)c2)cc1,SMCUXBJQECRQAC-UHFFFAOYSA-N
CHEMBL4452943,,,Unknown,,1863.3,7,13,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1861.9841,None,None,C96H135N17O19S,COc1ccc(C[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N(C)[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N(C)[C@@H](CO)C(=O)N(C)[C@@H](Cc3ccc(OC)cc3)C(=O)N[C@@H](CCCCN)C(=O)N(C)[C@@H](Cc3ccc(OC)cc3)C(=O)N(C)[C@@H](Cc3ccc(OC)cc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)CSCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N2C)cc1,WEUZHCPYJDGQKN-AYSIYUGUSA-N
CHEMBL1351902,,,Small molecule,,166.18,21,22,0.86,89.34,3,3,0,1,N,0.54,5.5,4.37,0.13,-1.57,1,MOL,-1,12,4,5,0,166.0742,-0.14,ACID,C8H10N2O2,Cc1c(N)cc(N)cc1C(=O)O,RKBQPUFPJRCJKE-UHFFFAOYSA-N
CHEMBL1712164,,,Small molecule,,334.8,6,7,2.47,49.85,4,0,0,3,N,0.8,None,0.24,2.32,2.32,1,MOL,-1,23,5,0,0,334.1084,-1.19,NEUTRAL,C17H19ClN2O3,CC(C)c1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,CBURKJXNJOUDRF-UHFFFAOYSA-N
CHEMBL1318817,,,Small molecule,,323.23,31,43,3.76,43.71,6,0,0,3,N,0.81,None,None,4.37,4.37,2,MOL,-1,18,4,0,0,321.9404,-1.09,NEUTRAL,C10H8Cl2N2O2S2,COc1cc(N=c2ssnc2Cl)c(OC)cc1Cl,VOQMETKMNGYFQC-UHFFFAOYSA-N
CHEMBL1559687,,,Small molecule,,373.3,23,34,1.91,122.01,6,2,0,4,N,0.37,6.29,None,2.05,1.06,2,MOL,-1,27,9,2,0,373.071,-1.32,ACID,C17H12FN3O6,COc1cc(/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc([N+](=O)[O-])c1O,JRSIRPWLVZNJHD-SDQBBNPISA-N
CHEMBL1610025,,,Small molecule,,445.48,53,76,4.26,133.28,11,1,1,8,N,0.18,12.33,0.8,4.85,4.85,4,MOL,-1,30,10,1,0,445.0515,-1.79,NEUTRAL,C18H15N5O5S2,CCC(=O)OCCNc1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],POQKMAYSCQZLGQ-UHFFFAOYSA-N
CHEMBL1532323,,,Small molecule,,446.48,10,11,3.46,106.94,6,3,0,6,N,0.46,2.88,None,4.26,0.77,2,MOL,-1,30,7,3,0,446.0406,-1.92,ACID,C20H15FN2O5S2,O=C(CCN1C(=O)/C(=C\c2ccccc2F)SC1=S)Nc1ccc(C(=O)O)c(O)c1,CHEVQYCFCFZEPC-CXUHLZMHSA-N
CHEMBL4522006,,,Unknown,,462.47,6,10,6.13,82.45,6,3,1,4,N,0.32,8.26,0.15,6.35,6.29,4,MOL,-1,31,5,3,1,462.032,-1.76,NEUTRAL,C21H13F3N2O3S2,O=C(Nc1nc2cc(O)c(O)cc2s1)c1ccccc1Sc1ccc(C(F)(F)F)cc1,WGUPAQJNOSUNBA-UHFFFAOYSA-N
CHEMBL1422732,,,Small molecule,,447.38,24,26,1.12,171.01,9,2,0,6,N,0.22,6.83,None,1.78,1.13,2,MOL,-1,31,12,2,1,447.0372,-0.96,NEUTRAL,C18H13N3O9S,COc1cc(C=C2C(=O)NC(=O)NC2=O)ccc1OS(=O)(=O)c1ccccc1[N+](=O)[O-],JUGNLDZUHDZMFL-UHFFFAOYSA-N
CHEMBL1497243,,,Small molecule,,478.89,29,41,5.28,109.41,6,1,1,6,N,0.38,3.98,None,4.83,1.66,3,MOL,-1,34,8,1,1,478.0932,-1.31,ACID,C25H19ClN2O6,CCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)N(c4ccc(C(=O)O)cc4)N=C3C)o2)ccc1Cl,XBQCTMFKHJVUSM-CPNJWEJPSA-N
CHEMBL1400929,,,Small molecule,,493.5,27,37,3.54,170.61,8,5,0,7,N,0.26,3.34,None,3.66,-0.56,4,MOL,-1,35,11,5,1,493.1056,-1.13,ACID,C23H19N5O6S,CC(=O)Nc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(=O)O)c(O)c2)cc1,ZLPHJFVPRQDJKY-UHFFFAOYSA-N
CHEMBL1497153,,,Small molecule,,505.87,32,38,5.49,169.55,5,5,2,6,N,0.15,3.09,None,5.08,-2.44,5,MOL,-1,36,10,5,2,505.0677,-0.52,ACID,C25H16ClN3O7,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Cl)cc([N+](=O)[O-])c1O)c1c(C(=O)O)[nH]c2ccccc12,SHGNRLBRVBRCMJ-UHFFFAOYSA-N
CHEMBL1465938,,,Small molecule,,419.48,61,89,3.53,112.93,6,3,0,7,N,0.4,3.29,None,2.78,-0.76,3,MOL,-1,28,7,3,0,419.0497,-1.1,ACID,C19H17NO6S2,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,WWPDFQGBFIREKS-UHFFFAOYSA-N
CHEMBL1726363,,,Small molecule,,285.09,19,26,1.74,75.27,3,2,0,1,N,0.61,7.03,None,1.99,1.48,1,MOL,-1,18,5,2,0,283.9755,-0.88,NEUTRAL,C11H6Cl2N2O3,O=C1NC(=O)C(=Cc2c(Cl)cccc2Cl)C(=O)N1,SQYOZZVSVQWNJN-UHFFFAOYSA-N
CHEMBL1387631,,,Small molecule,,275.69,14,18,2.67,47.89,4,0,0,3,N,0.48,None,None,3.34,3.34,1,MOL,-1,19,4,0,0,275.0349,-1.29,NEUTRAL,C14H10ClNO3,C#CCOc1ccc(/C=C2/C(=O)ON=C2C)cc1Cl,SEFADEGDCYCEGC-YRNVUSSQSA-N
CHEMBL1402497,,,Small molecule,,448.54,19,19,3.92,99.88,9,1,0,10,N,0.25,10.75,None,4.6,4.6,2,MOL,-1,31,8,1,0,448.1668,-0.32,NEUTRAL,C22H28N2O6S,CCCCCCSc1nc(O)c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1CC,QEJXBEVZSVGWDV-UHFFFAOYSA-N
CHEMBL1707040,,,Small molecule,,306.23,21,24,1,126.9,7,0,0,4,N,0.46,None,None,1.23,1.23,1,MOL,-1,22,10,0,0,306.06,-0.72,NEUTRAL,C12H10N4O6,CN(C)c1c([N+](=O)[O-])cc(N2C(=O)C=CC2=O)cc1[N+](=O)[O-],QPYAUURPGVXHFK-UHFFFAOYSA-N
CHEMBL1972037,,,Small molecule,,368.33,46,68,0.8,188.38,9,5,0,5,N,0.22,8.21,3.14,2.09,2.02,2,MOL,-1,25,11,6,2,368.0427,-1.4,NEUTRAL,C13H12N4O7S,NS(=O)(=O)c1ccc(N/N=C/c2ccc(O)c(O)c2O)c([N+](=O)[O-])c1,SEGFKUBWJSDYPU-GIDUJCDVSA-N
CHEMBL1431490,,,Small molecule,,378.41,53,65,4.12,94.05,7,1,0,6,N,0.5,13.64,None,3.16,3.16,4,MOL,-1,27,7,1,0,378.0787,-1.97,NEUTRAL,C19H14N4O3S,O=C(CSc1nnc(-c2ccco2)c(-c2ccco2)n1)Nc1ccccc1,GXRCRWHOJBKTEG-UHFFFAOYSA-N
CHEMBL1331911,,,Small molecule,,461.51,20,22,5.13,109.75,5,2,1,8,N,0.35,3.56,None,4.8,1.44,4,MOL,-1,34,7,2,1,461.1838,-0.19,ACID,C27H27NO6,CCCCC(NC(=O)Cc1c(C)c2cc3c(-c4ccccc4)coc3c(C)c2oc1=O)C(=O)O,HQSHRBUJRYTZHG-UHFFFAOYSA-N
CHEMBL1470135,,,Small molecule,,316.31,68,100,3.87,64.35,4,0,0,2,N,0.53,None,None,3.64,3.64,3,MOL,-1,24,4,0,0,316.0736,0.11,NEUTRAL,C20H12O4,Cc1oc2c(c1C(=O)c1ccccc1)C(=O)C(=O)c1ccccc1-2,XEMFSKXFWNHKIS-UHFFFAOYSA-N
CHEMBL1705449,,,Small molecule,,502.42,9,13,6.19,74.68,3,1,2,5,N,0.45,3.81,None,6.4,3.14,3,MOL,-1,33,5,1,2,501.0568,-0.52,ACID,C25H21Cl2NO4S,Cc1ccc(S(=O)(=O)N2[C@@H](c3cccc(Cl)c3)C(C(=O)O)=CC[C@H]2c2cccc(Cl)c2)cc1,QNIFPONIZUCPIS-ZEQRLZLVSA-N
CHEMBL4862397,,,Unknown,,543.71,4,6,5.72,110.52,4,3,2,13,N,0.24,11.96,None,5.75,5.75,3,MOL,-1,40,7,4,2,543.3097,-0.96,NEUTRAL,C33H41N3O4,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(C(N)=O)cc1)c1ccc(OCc2ccc(C(C)(C)C)cc2)cc1,DUDDZENTRUJRNO-PMERELPUSA-N
CHEMBL512216,,,Small molecule,,271.28,31,38,0.94,80.02,5,2,0,1,N,0.69,7.5,None,1.1,0.85,3,MOL,-1,20,6,2,0,271.0957,-0.29,NEUTRAL,C14H13N3O3,Cn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(C)c1=O,JYLPPQVMEIEYRY-UHFFFAOYSA-N
CHEMBL1583386,,,Small molecule,,462.53,13,15,5.14,77.51,5,0,1,5,N,0.57,12.77,None,6.21,6.21,1,MOL,-1,33,5,0,1,462.2218,-0.3,NEUTRAL,C26H32F2O5,Cc1cc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc(C)c1OC(F)F,FBZPPHZBLBYRRW-UHFFFAOYSA-N
CHEMBL1383455,,,Small molecule,,372.77,20,23,2.37,119.64,8,0,0,4,N,0.51,9.52,2.51,2.01,2,3,MOL,-1,26,9,0,0,372.0738,-1.61,NEUTRAL,C16H13ClN6O3,CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3n2C)c(Cl)c1=O,KDKYCEBEROHJGC-UHFFFAOYSA-N
CHEMBL3212315,,,Small molecule,,331.35,7,9,0.38,82.79,8,0,0,3,N,0.69,None,None,1.87,1.87,3,MOL,-1,23,7,0,0,331.0627,-1.73,NEUTRAL,C15H13N3O4S,COc1ccc(/C=c2\sc3nc(=O)c(C)nn3c2=O)c(OC)c1,HZXMJDIKLORSDU-SDQBBNPISA-N
CHEMBL1523512,,,Small molecule,,226.62,24,29,2.74,68.16,3,1,0,2,N,0.63,9.62,None,2.17,2.17,2,MOL,-1,15,5,1,0,226.0145,-0.67,NEUTRAL,C9H7ClN2O3,COc1ccc2c([N+](=O)[O-])c(Cl)[nH]c2c1,ZTKKLFSDIRUJQV-UHFFFAOYSA-N
CHEMBL1536548,,,Small molecule,,382.51,19,21,2.84,66.48,6,1,0,4,N,0.65,5.25,None,3.67,3.45,2,MOL,-1,23,5,1,0,381.9574,-2.3,ACID,C14H10N2O3S4,O=C1/C(=C/c2cccs2)SC(=S)N1NS(=O)(=O)c1ccccc1,VWAZCVPSBKHJKM-XFXZXTDPSA-N
CHEMBL1459167,,,Small molecule,,334.4,23,26,3.46,76.86,6,1,0,2,N,0.78,None,2.2,3.25,3.25,3,MOL,-1,24,5,2,0,334.0888,-2.14,NEUTRAL,C18H14N4OS,Cc1nn(-c2ccccc2)c2c1C(c1cccs1)C(C#N)=C(N)O2,GXBJEUPMVNNELF-UHFFFAOYSA-N
CHEMBL1590814,,,Small molecule,,560.65,15,16,4.66,138.85,6,3,1,10,N,0.24,4,None,4.83,1.67,4,MOL,-1,41,9,3,1,560.2523,-0.23,ACID,C32H36N2O7,Cc1oc2c(C)c3oc(=O)c(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4ccccc4)C(=O)O)c(C)c3cc2c1C,OQKBDUNSLJADCU-UIOOFZCWSA-N
CHEMBL1431075,,,Small molecule,,455.92,35,57,3.47,114.8,8,1,0,6,N,0.57,6.05,None,3.5,2.45,3,MOL,-1,29,8,1,0,455.0289,-2.57,ACID,C17H15ClFN5O3S2,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,LFJWSGCNKPRHNB-UHFFFAOYSA-N
CHEMBL1321664,,,Small molecule,,296.76,22,26,4.15,32.67,2,0,0,2,N,0.77,None,None,4.19,4.19,2,MOL,-1,21,3,0,0,296.0716,-1.49,NEUTRAL,C17H13ClN2O,CC1=NN(c2ccccc2)C(=O)/C1=C/c1ccc(Cl)cc1,BGJYICFWALJLBY-LFIBNONCSA-N
CHEMBL3197557,,,Small molecule,,311.3,31,41,1.7,107.94,7,3,0,2,N,0.49,8.53,3.35,2,1.97,3,MOL,-1,23,7,3,0,311.0906,-0.71,NEUTRAL,C16H13N3O4,Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1O,SCOTVJNEFSXBSH-CAOOACKPSA-N
CHEMBL1440986,,,Small molecule,,404.38,14,20,3.59,132.8,4,4,0,6,N,0.5,3.25,None,4.77,-1.95,3,MOL,-1,30,8,4,0,404.1008,-0.65,ACID,C22H16N2O6,O=C(Nc1ccccc1C(=O)O)c1cccc(C(=O)Nc2ccccc2C(=O)O)c1,RBWLNPUCKIHUDH-UHFFFAOYSA-N
CHEMBL1440703,,,Small molecule,,293.24,58,92,1.03,120.62,8,1,0,3,N,0.66,12.14,None,0.43,0.43,2,MOL,-1,21,9,1,0,293.0648,-0.55,NEUTRAL,C12H11N3O6,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,AABQOSHDRSWHSN-UHFFFAOYSA-N
CHEMBL1326643,,,Small molecule,,496.59,20,23,4.89,99.88,9,1,0,10,N,0.18,9,None,5.9,5.89,3,MOL,-1,35,8,1,0,496.1668,-0.4,NEUTRAL,C26H28N2O6S,CCCCCCSc1nc(O)c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1-c1ccccc1,IFKMMKIUQLXHEJ-UHFFFAOYSA-N
CHEMBL1492926,,,Small molecule,,450.83,33,43,4.8,120.41,5,2,0,5,N,0.54,2.82,None,4.13,-2.57,3,MOL,-1,32,8,2,0,450.0619,-1.31,ACID,C23H15ClN2O6,CC1=NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1,GPVXIJOQCXDNIU-BOPFTXTBSA-N
CHEMBL4878449,,,Unknown,,487.6,4,5,4.42,110.52,4,3,0,13,N,0.31,11.95,None,4.2,4.2,3,MOL,-1,36,7,4,0,487.2471,-0.9,NEUTRAL,C29H33N3O4,CCCCCC(=O)N[C@@H](C(=O)NCc1ccc(C(N)=O)cc1)c1ccc(OCc2ccccc2)cc1,NOSCNYQAWARNLP-HHHXNRCGSA-N
CHEMBL133576,ACID BLUE 129,Acid Blue 129,Small molecule,,458.47,62,83,3.96,126.56,6,3,0,3,N,0.33,-2.75,0.09,4.57,3.82,3,MOL,-1,31,7,4,0,436.1093,-0.36,ACID,C23H19N2NaO5S,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1.[Na+],RRETZLLHOMHNNB-UHFFFAOYSA-M
CHEMBL5179910,,,,,538.67,7,15,5.34,92.34,4,2,2,11,N,0.27,None,None,5.53,5.53,4,MOL,0,39,6,2,2,538.1926,-0.58,NEUTRAL,C32H30N2O4S,O=C(NCc1ccccc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1ccccc1,GFFXYHWRWQDWTC-OUEBGFFASA-N
CHEMBL1543994,,,Small molecule,,546.58,25,28,6.81,124.64,4,4,2,9,N,0.16,3.1,None,6.25,-0.56,6,MOL,-1,41,8,4,2,546.1791,-0.23,ACID,C33H26N2O6,COc1cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)ccc1OCc1ccccc1,IPGLPJYQNJEAAQ-UHFFFAOYSA-N
CHEMBL3198496,,,Small molecule,,347.42,65,86,2.81,90.34,8,3,0,3,N,0.5,8.54,3.82,3.04,3.01,3,MOL,-1,23,6,3,0,347.0398,-1.2,NEUTRAL,C15H13N3O3S2,C/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,LBXQSZJEANWEQV-RIAJZNQQSA-N
CHEMBL1735864,,,Small molecule,,245.23,7,11,0.61,74.68,3,1,0,4,N,0.79,3.71,None,1.29,-2.01,1,MOL,-1,18,5,1,0,245.0688,0.02,ACID,C13H11NO4,O=C(O)C(Cc1ccccc1)N1C(=O)C=CC1=O,ZZOFFYJXNMLXEP-UHFFFAOYSA-N
CHEMBL1580684,,,Small molecule,,582.48,45,57,2.89,124.09,7,2,1,6,N,0.3,-1.23,None,1.2,0.1,2,MOL,-1,34,9,2,1,580.9385,-1.72,ACID,C21H16BrN3O6S3,O=C(CN1C(=O)/C(=C2\SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,IQWKHNPYLCUEJX-ZCXUNETKSA-N
CHEMBL1541247,,,Small molecule,,345.44,14,15,4.24,68.53,5,1,0,9,N,0.54,5.41,None,4.13,2.2,2,MOL,-1,25,5,1,0,345.194,-0.35,ACID,C20H27NO4,CCCCCCCCn1c(=O)c(C(=O)OCC)c(O)c2ccccc21,MZCFJFYZKVHMAH-UHFFFAOYSA-N
CHEMBL1496782,,,Small molecule,,300.23,23,30,0.25,125.71,6,3,0,1,N,0.51,6.83,None,-0.02,-0.69,2,MOL,-1,22,8,3,0,300.0382,0.03,NEUTRAL,C14H8N2O6,O=C1NC(=O)C(=Cc2coc3ccc(O)cc3c2=O)C(=O)N1,XUPMGKJTBJKYGZ-UHFFFAOYSA-N
CHEMBL1572924,,,Small molecule,,382.42,50,76,4.13,75.27,4,2,0,4,N,0.71,12.7,None,3.44,3.44,3,MOL,-1,29,5,2,0,382.1317,-0.75,NEUTRAL,C24H18N2O3,Cc1cccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,OKHKBUULHCBLJI-UHFFFAOYSA-N
CHEMBL3190974,,,Small molecule,,425.3,45,65,3.43,102.15,6,4,0,5,N,0.25,8.54,0.73,3.99,3.96,2,MOL,-1,25,6,4,0,424.0092,-1.28,NEUTRAL,C17H17BrN2O4S,Cc1cc(SCC(=O)N/N=C/c2ccc(O)c(O)c2O)c(C)cc1Br,MHXNCTXMKNIAOZ-FBCYGCLPSA-N
CHEMBL1410091,,,Small molecule,,376.71,34,39,4.15,136.72,7,1,0,4,N,0.41,3.84,None,3.97,2.11,3,MOL,-1,26,9,1,0,376.0098,-0.55,ACID,C16H9ClN2O7,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,HZSADKRNPPIODV-UHFFFAOYSA-N
CHEMBL1347659,,,Small molecule,,313.27,8,8,0.48,117.5,5,3,0,3,N,0.56,3.95,None,0.58,-3.26,2,MOL,-1,23,8,3,0,313.0699,-1.08,ACID,C15H11N3O5,O=C(O)Cn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,JLIBCNOIXXQBPG-UHFFFAOYSA-N
CHEMBL1438182,,,Small molecule,,223.23,28,33,1.27,79.54,3,2,0,6,N,0.56,4.45,None,0.62,-2.23,1,MOL,-1,16,5,2,0,223.0845,-0.57,ACID,C11H13NO4,O=C(O)CCCNC(=O)/C=C/c1ccco1,XRBGNHARMCNOIN-AATRIKPKSA-N
CHEMBL1448387,,,Small molecule,,302.28,57,139,1.32,110.38,6,5,0,0,N,0.47,9.17,None,1.47,1.47,2,MOL,-1,22,6,5,0,302.079,2.2,NEUTRAL,C16H14O6,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,WZUVPPKBWHMQCE-CJNGLKHVSA-N
CHEMBL118175,,,Small molecule,,302.29,32,37,2.34,122.38,6,5,0,4,N,0.34,4.6,3.62,2.12,-0.41,2,MOL,-1,22,7,5,0,302.0903,-0.24,ACID,C15H14N2O5,C/C(=N/Nc1ccc(C(=O)O)cc1)c1ccc(O)c(O)c1O,GJPJUKYQGUSUOO-PXNMLYILSA-N
CHEMBL1569472,,,Small molecule,,421.16,29,37,4.26,136.72,7,1,0,4,N,0.38,3.84,None,4.14,2.28,3,MOL,-1,26,9,1,0,419.9593,-0.44,ACID,C16H9BrN2O7,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Br)cc1,BLKKMZKDHSIEHD-UHFFFAOYSA-N
CHEMBL1331211,,,Small molecule,,468.35,76,149,4.29,103.7,5,3,0,6,N,0.37,3.28,None,3.71,0.09,3,MOL,-1,27,6,3,0,466.9497,-1.24,ACID,C18H14BrNO5S2,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,WUGANDSUVKXMEC-UHFFFAOYSA-N
CHEMBL5187649,,,,,574.65,5,13,5.61,92.34,4,2,2,11,N,0.24,None,None,5.82,5.82,4,MOL,0,41,6,2,2,574.1738,-0.8,NEUTRAL,C32H28F2N2O4S,O=C(NCc1ccccc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(F)cc(F)c1,SANCTGKADFWAPI-BUCZBDGVSA-N
CHEMBL5184942,,,,,505.54,1,2,6.16,85.09,6,1,2,7,N,0.3,7.76,None,5.79,5.66,4,MOL,0,34,6,1,2,505.0742,-2.06,NEUTRAL,C23H18F3N3O3S2,Cc1ccc(S(=O)(=O)Nc2ccc(-c3nnc(SCc4ccccc4C(F)(F)F)o3)cc2)cc1,AKJFJIZGDMDDMN-UHFFFAOYSA-N
CHEMBL1477708,,,Small molecule,,491.53,20,23,2.82,116.88,9,1,0,4,N,0.39,None,0.94,3.52,3.52,2,MOL,-1,35,10,1,0,491.1263,-1.24,NEUTRAL,C24H21N5O5S,COc1cc(/C=C2\C(=N)N3N=C(N4CCOCC4)SC3=NC2=O)ccc1OC(=O)c1ccccc1,HSMPQLRNVVPRCW-ZCIRBWHOSA-N
CHEMBL1464107,,,Small molecule,,353.77,30,33,4.34,81.15,5,1,0,3,N,0.59,3.5,1.3,3.71,0.34,4,MOL,-1,25,6,1,0,353.0567,-2.12,ACID,C18H12ClN3O3,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccco3)cc(C(=O)O)c12,YABKWSWWULJVQN-UHFFFAOYSA-N
CHEMBL3190629,,,Small molecule,,322.41,34,50,1.56,42.31,5,1,0,2,N,0.85,8.69,6.48,2.35,2.28,2,MOL,-1,24,5,1,0,322.1794,-0.14,NEUTRAL,C19H22N4O,Oc1ccc2ccccc2c1/C=N\C12CN3CCN(CN(C3)C1)C2,QFZSMDVUUHMSJC-UKWGHVSLSA-N
CHEMBL4852919,,,Unknown,,431.58,5,5,3.95,73.05,4,3,0,6,N,0.55,12.5,10.11,3.23,-1.23,3,MOL,-1,32,6,3,0,431.2685,-1.14,BASE,C26H33N5O,O=C(NCC1CCNCC1)c1c[nH]c2nc(-c3ccc(CN4CCCCC4)cc3)ccc12,WPTWYQPRRUSEDY-UHFFFAOYSA-N
CHEMBL5186197,,,,,352.13,6,10,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,352.1031,None,None,C18H14BFN2O4,Cc1onc(-c2ccc(F)cc2)c1C(=O)Nc1ccc2c(c1)B(O)OC2,JELFHMNDZWDROS-UHFFFAOYSA-N
CHEMBL5200317,,,,,372.19,6,10,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,372.1281,None,None,C21H17BN2O4,O=C(Nc1cccc(C(=O)Nc2ccc3c(c2)B(O)OC3)c1)c1ccccc1,YAOZUINXYWQWRJ-UHFFFAOYSA-N
CHEMBL5174442,,,,,347.18,7,12,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,347.1329,None,None,C20H18BNO4,O=C(Nc1cccc(B(O)O)c1)c1cccc(OCc2ccccc2)c1,KRIDDIQVJKNUMX-UHFFFAOYSA-N
CHEMBL1715633,,,Small molecule,,581.32,20,26,6.95,74.68,3,1,2,5,N,0.35,3.42,None,7.16,3.77,3,MOL,-1,34,5,1,2,578.9673,-0.64,ACID,C25H20BrCl2NO4S,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Br)cc3)C(C(=O)O)=CC[C@H]2c2ccc(Cl)c(Cl)c2)cc1,LNAQJWDVDQVPBT-ZEQRLZLVSA-N
